Ordrenr;Dato;Kundenr;Kundenavn;Kunderef;Valuta;Kundeordreref;Sum eksl. mva;Linjenr;Firma;Lager;Vare;Varenavn;Antall;Enhet;Netpris;Linjesum;Ordreverdi Totalt;Status;Henv1;Henv2;Henv3;Henv4;Henv5;Varegruppe
880877;12.02.2026;K770087;Storkunde K770087;REF-4388;NOK;PO-880877;4392,00;4;F10;Hovedlager;V660088;Vare V660088;9;STK;488,00;4392,00;4392,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880877;12.02.2026;K770087;Storkunde K770087;REF-4389;NOK;PO-880877;4890,00;5;F10;Hovedlager;V660089;Vare V660089;10;STK;489,00;4890,00;4890,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880878;12.02.2026;K770087;Storkunde K770087;REF-4390;NOK;PO-880878;490,00;1;F10;Hovedlager;V660090;Vare V660090;1;STK;490,00;490,00;490,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880878;12.02.2026;K770087;Storkunde K770087;REF-4391;NOK;PO-880878;982,00;2;F10;Hovedlager;V660091;Vare V660091;2;STK;491,00;982,00;982,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880878;12.02.2026;K770087;Storkunde K770087;REF-4392;NOK;PO-880878;1476,00;3;F10;Hovedlager;V660092;Vare V660092;3;STK;492,00;1476,00;1476,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880878;12.02.2026;K770087;Storkunde K770087;REF-4393;NOK;PO-880878;1972,00;4;F10;Hovedlager;V660093;Vare V660093;4;STK;493,00;1972,00;1972,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880878;12.02.2026;K770087;Storkunde K770087;REF-4394;NOK;PO-880878;2470,00;5;F10;Hovedlager;V660094;Vare V660094;5;STK;494,00;2470,00;2470,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880879;12.02.2026;K770087;Storkunde K770087;REF-4395;NOK;PO-880879;2970,00;1;F10;Hovedlager;V660095;Vare V660095;6;STK;495,00;2970,00;2970,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880879;12.02.2026;K770087;Storkunde K770087;REF-4396;NOK;PO-880879;3472,00;2;F10;Hovedlager;V660096;Vare V660096;7;STK;496,00;3472,00;3472,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880879;12.02.2026;K770087;Storkunde K770087;REF-4397;NOK;PO-880879;3976,00;3;F10;Hovedlager;V660097;Vare V660097;8;STK;497,00;3976,00;3976,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880879;12.02.2026;K770087;Storkunde K770087;REF-4398;NOK;PO-880879;4482,00;4;F10;Hovedlager;V660098;Vare V660098;9;STK;498,00;4482,00;4482,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880879;12.02.2026;K770087;Storkunde K770087;REF-4399;NOK;PO-880879;4990,00;5;F10;Hovedlager;V660099;Vare V660099;10;STK;499,00;4990,00;4990,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880880;12.02.2026;K770088;Storkunde K770088;REF-4400;NOK;PO-880880;500,00;1;F10;Hovedlager;V660000;Vare V660000;1;STK;500,00;500,00;500,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880880;12.02.2026;K770088;Storkunde K770088;REF-4401;NOK;PO-880880;1002,00;2;F10;Hovedlager;V660001;Vare V660001;2;STK;501,00;1002,00;1002,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880880;12.02.2026;K770088;Storkunde K770088;REF-4402;NOK;PO-880880;1506,00;3;F10;Hovedlager;V660002;Vare V660002;3;STK;502,00;1506,00;1506,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880880;12.02.2026;K770088;Storkunde K770088;REF-4403;NOK;PO-880880;2012,00;4;F10;Hovedlager;V660003;Vare V660003;4;STK;503,00;2012,00;2012,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880880;12.02.2026;K770088;Storkunde K770088;REF-4404;NOK;PO-880880;2520,00;5;F10;Hovedlager;V660004;Vare V660004;5;STK;504,00;2520,00;2520,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880881;12.02.2026;K770088;Storkunde K770088;REF-4405;NOK;PO-880881;3030,00;1;F10;Hovedlager;V660005;Vare V660005;6;STK;505,00;3030,00;3030,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880881;12.02.2026;K770088;Storkunde K770088;REF-4406;NOK;PO-880881;3542,00;2;F10;Hovedlager;V660006;Vare V660006;7;STK;506,00;3542,00;3542,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880881;12.02.2026;K770088;Storkunde K770088;REF-4407;NOK;PO-880881;4056,00;3;F10;Hovedlager;V660007;Vare V660007;8;STK;507,00;4056,00;4056,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880881;12.02.2026;K770088;Storkunde K770088;REF-4408;NOK;PO-880881;4572,00;4;F10;Hovedlager;V660008;Vare V660008;9;STK;508,00;4572,00;4572,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880881;12.02.2026;K770088;Storkunde K770088;REF-4409;NOK;PO-880881;5090,00;5;F10;Hovedlager;V660009;Vare V660009;10;STK;509,00;5090,00;5090,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880882;12.02.2026;K770088;Storkunde K770088;REF-4410;NOK;PO-880882;510,00;1;F10;Hovedlager;V660010;Vare V660010;1;STK;510,00;510,00;510,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880882;12.02.2026;K770088;Storkunde K770088;REF-4411;NOK;PO-880882;1022,00;2;F10;Hovedlager;V660011;Vare V660011;2;STK;511,00;1022,00;1022,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880882;12.02.2026;K770088;Storkunde K770088;REF-4412;NOK;PO-880882;1536,00;3;F10;Hovedlager;V660012;Vare V660012;3;STK;512,00;1536,00;1536,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880882;12.02.2026;K770088;Storkunde K770088;REF-4413;NOK;PO-880882;2052,00;4;F10;Hovedlager;V660013;Vare V660013;4;STK;513,00;2052,00;2052,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880882;12.02.2026;K770088;Storkunde K770088;REF-4414;NOK;PO-880882;2570,00;5;F10;Hovedlager;V660014;Vare V660014;5;STK;514,00;2570,00;2570,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880883;12.02.2026;K770088;Storkunde K770088;REF-4415;NOK;PO-880883;3090,00;1;F10;Hovedlager;V660015;Vare V660015;6;STK;515,00;3090,00;3090,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880883;12.02.2026;K770088;Storkunde K770088;REF-4416;NOK;PO-880883;3612,00;2;F10;Hovedlager;V660016;Vare V660016;7;STK;516,00;3612,00;3612,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880883;12.02.2026;K770088;Storkunde K770088;REF-4417;NOK;PO-880883;4136,00;3;F10;Hovedlager;V660017;Vare V660017;8;STK;517,00;4136,00;4136,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880883;12.02.2026;K770088;Storkunde K770088;REF-4418;NOK;PO-880883;4662,00;4;F10;Hovedlager;V660018;Vare V660018;9;STK;518,00;4662,00;4662,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880883;12.02.2026;K770088;Storkunde K770088;REF-4419;NOK;PO-880883;5190,00;5;F10;Hovedlager;V660019;Vare V660019;10;STK;519,00;5190,00;5190,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880884;12.02.2026;K770088;Storkunde K770088;REF-4420;NOK;PO-880884;520,00;1;F10;Hovedlager;V660020;Vare V660020;1;STK;520,00;520,00;520,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880884;12.02.2026;K770088;Storkunde K770088;REF-4421;NOK;PO-880884;1042,00;2;F10;Hovedlager;V660021;Vare V660021;2;STK;521,00;1042,00;1042,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880884;12.02.2026;K770088;Storkunde K770088;REF-4422;NOK;PO-880884;1566,00;3;F10;Hovedlager;V660022;Vare V660022;3;STK;522,00;1566,00;1566,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880884;12.02.2026;K770088;Storkunde K770088;REF-4423;NOK;PO-880884;2092,00;4;F10;Hovedlager;V660023;Vare V660023;4;STK;523,00;2092,00;2092,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880884;12.02.2026;K770088;Storkunde K770088;REF-4424;NOK;PO-880884;2620,00;5;F10;Hovedlager;V660024;Vare V660024;5;STK;524,00;2620,00;2620,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880885;12.02.2026;K770088;Storkunde K770088;REF-4425;NOK;PO-880885;3150,00;1;F10;Hovedlager;V660025;Vare V660025;6;STK;525,00;3150,00;3150,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880885;12.02.2026;K770088;Storkunde K770088;REF-4426;NOK;PO-880885;3682,00;2;F10;Hovedlager;V660026;Vare V660026;7;STK;526,00;3682,00;3682,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880885;12.02.2026;K770088;Storkunde K770088;REF-4427;NOK;PO-880885;4216,00;3;F10;Hovedlager;V660027;Vare V660027;8;STK;527,00;4216,00;4216,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880885;12.02.2026;K770088;Storkunde K770088;REF-4428;NOK;PO-880885;4752,00;4;F10;Hovedlager;V660028;Vare V660028;9;STK;528,00;4752,00;4752,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880885;12.02.2026;K770088;Storkunde K770088;REF-4429;NOK;PO-880885;5290,00;5;F10;Hovedlager;V660029;Vare V660029;10;STK;529,00;5290,00;5290,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880886;12.02.2026;K770088;Storkunde K770088;REF-4430;NOK;PO-880886;530,00;1;F10;Hovedlager;V660030;Vare V660030;1;STK;530,00;530,00;530,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880886;12.02.2026;K770088;Storkunde K770088;REF-4431;NOK;PO-880886;1062,00;2;F10;Hovedlager;V660031;Vare V660031;2;STK;531,00;1062,00;1062,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880886;12.02.2026;K770088;Storkunde K770088;REF-4432;NOK;PO-880886;1596,00;3;F10;Hovedlager;V660032;Vare V660032;3;STK;532,00;1596,00;1596,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880886;12.02.2026;K770088;Storkunde K770088;REF-4433;NOK;PO-880886;2132,00;4;F10;Hovedlager;V660033;Vare V660033;4;STK;533,00;2132,00;2132,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880886;12.02.2026;K770088;Storkunde K770088;REF-4434;NOK;PO-880886;2670,00;5;F10;Hovedlager;V660034;Vare V660034;5;STK;534,00;2670,00;2670,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880887;12.02.2026;K770088;Storkunde K770088;REF-4435;NOK;PO-880887;3210,00;1;F10;Hovedlager;V660035;Vare V660035;6;STK;535,00;3210,00;3210,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880887;12.02.2026;K770088;Storkunde K770088;REF-4436;NOK;PO-880887;3752,00;2;F10;Hovedlager;V660036;Vare V660036;7;STK;536,00;3752,00;3752,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880887;12.02.2026;K770088;Storkunde K770088;REF-4437;NOK;PO-880887;4296,00;3;F10;Hovedlager;V660037;Vare V660037;8;STK;537,00;4296,00;4296,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880887;12.02.2026;K770088;Storkunde K770088;REF-4438;NOK;PO-880887;4842,00;4;F10;Hovedlager;V660038;Vare V660038;9;STK;538,00;4842,00;4842,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880887;12.02.2026;K770088;Storkunde K770088;REF-4439;NOK;PO-880887;5390,00;5;F10;Hovedlager;V660039;Vare V660039;10;STK;539,00;5390,00;5390,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880888;12.02.2026;K770088;Storkunde K770088;REF-4440;NOK;PO-880888;540,00;1;F10;Hovedlager;V660040;Vare V660040;1;STK;540,00;540,00;540,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880888;12.02.2026;K770088;Storkunde K770088;REF-4441;NOK;PO-880888;1082,00;2;F10;Hovedlager;V660041;Vare V660041;2;STK;541,00;1082,00;1082,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880888;12.02.2026;K770088;Storkunde K770088;REF-4442;NOK;PO-880888;1626,00;3;F10;Hovedlager;V660042;Vare V660042;3;STK;542,00;1626,00;1626,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880888;12.02.2026;K770088;Storkunde K770088;REF-4443;NOK;PO-880888;2172,00;4;F10;Hovedlager;V660043;Vare V660043;4;STK;543,00;2172,00;2172,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880888;12.02.2026;K770088;Storkunde K770088;REF-4444;NOK;PO-880888;2720,00;5;F10;Hovedlager;V660044;Vare V660044;5;STK;544,00;2720,00;2720,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880889;12.02.2026;K770088;Storkunde K770088;REF-4445;NOK;PO-880889;3270,00;1;F10;Hovedlager;V660045;Vare V660045;6;STK;545,00;3270,00;3270,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880889;12.02.2026;K770088;Storkunde K770088;REF-4446;NOK;PO-880889;3822,00;2;F10;Hovedlager;V660046;Vare V660046;7;STK;546,00;3822,00;3822,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880889;12.02.2026;K770088;Storkunde K770088;REF-4447;NOK;PO-880889;4376,00;3;F10;Hovedlager;V660047;Vare V660047;8;STK;547,00;4376,00;4376,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880889;12.02.2026;K770088;Storkunde K770088;REF-4448;NOK;PO-880889;4932,00;4;F10;Hovedlager;V660048;Vare V660048;9;STK;548,00;4932,00;4932,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880889;12.02.2026;K770088;Storkunde K770088;REF-4449;NOK;PO-880889;5490,00;5;F10;Hovedlager;V660049;Vare V660049;10;STK;549,00;5490,00;5490,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880890;12.02.2026;K770089;Storkunde K770089;REF-4450;NOK;PO-880890;550,00;1;F10;Hovedlager;V660050;Vare V660050;1;STK;550,00;550,00;550,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880890;12.02.2026;K770089;Storkunde K770089;REF-4451;NOK;PO-880890;1102,00;2;F10;Hovedlager;V660051;Vare V660051;2;STK;551,00;1102,00;1102,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880890;12.02.2026;K770089;Storkunde K770089;REF-4452;NOK;PO-880890;1656,00;3;F10;Hovedlager;V660052;Vare V660052;3;STK;552,00;1656,00;1656,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880890;12.02.2026;K770089;Storkunde K770089;REF-4453;NOK;PO-880890;2212,00;4;F10;Hovedlager;V660053;Vare V660053;4;STK;553,00;2212,00;2212,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880890;12.02.2026;K770089;Storkunde K770089;REF-4454;NOK;PO-880890;2770,00;5;F10;Hovedlager;V660054;Vare V660054;5;STK;554,00;2770,00;2770,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880891;12.02.2026;K770089;Storkunde K770089;REF-4455;NOK;PO-880891;3330,00;1;F10;Hovedlager;V660055;Vare V660055;6;STK;555,00;3330,00;3330,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880891;12.02.2026;K770089;Storkunde K770089;REF-4456;NOK;PO-880891;3892,00;2;F10;Hovedlager;V660056;Vare V660056;7;STK;556,00;3892,00;3892,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880891;12.02.2026;K770089;Storkunde K770089;REF-4457;NOK;PO-880891;4456,00;3;F10;Hovedlager;V660057;Vare V660057;8;STK;557,00;4456,00;4456,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880891;12.02.2026;K770089;Storkunde K770089;REF-4458;NOK;PO-880891;5022,00;4;F10;Hovedlager;V660058;Vare V660058;9;STK;558,00;5022,00;5022,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880891;12.02.2026;K770089;Storkunde K770089;REF-4459;NOK;PO-880891;5590,00;5;F10;Hovedlager;V660059;Vare V660059;10;STK;559,00;5590,00;5590,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880892;12.02.2026;K770089;Storkunde K770089;REF-4460;NOK;PO-880892;560,00;1;F10;Hovedlager;V660060;Vare V660060;1;STK;560,00;560,00;560,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880892;12.02.2026;K770089;Storkunde K770089;REF-4461;NOK;PO-880892;1122,00;2;F10;Hovedlager;V660061;Vare V660061;2;STK;561,00;1122,00;1122,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880892;12.02.2026;K770089;Storkunde K770089;REF-4462;NOK;PO-880892;1686,00;3;F10;Hovedlager;V660062;Vare V660062;3;STK;562,00;1686,00;1686,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880892;12.02.2026;K770089;Storkunde K770089;REF-4463;NOK;PO-880892;2252,00;4;F10;Hovedlager;V660063;Vare V660063;4;STK;563,00;2252,00;2252,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880892;12.02.2026;K770089;Storkunde K770089;REF-4464;NOK;PO-880892;2820,00;5;F10;Hovedlager;V660064;Vare V660064;5;STK;564,00;2820,00;2820,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880893;12.02.2026;K770089;Storkunde K770089;REF-4465;NOK;PO-880893;3390,00;1;F10;Hovedlager;V660065;Vare V660065;6;STK;565,00;3390,00;3390,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880893;12.02.2026;K770089;Storkunde K770089;REF-4466;NOK;PO-880893;3962,00;2;F10;Hovedlager;V660066;Vare V660066;7;STK;566,00;3962,00;3962,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880893;12.02.2026;K770089;Storkunde K770089;REF-4467;NOK;PO-880893;4536,00;3;F10;Hovedlager;V660067;Vare V660067;8;STK;567,00;4536,00;4536,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880893;12.02.2026;K770089;Storkunde K770089;REF-4468;NOK;PO-880893;5112,00;4;F10;Hovedlager;V660068;Vare V660068;9;STK;568,00;5112,00;5112,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880893;12.02.2026;K770089;Storkunde K770089;REF-4469;NOK;PO-880893;5690,00;5;F10;Hovedlager;V660069;Vare V660069;10;STK;569,00;5690,00;5690,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880894;12.02.2026;K770089;Storkunde K770089;REF-4470;NOK;PO-880894;570,00;1;F10;Hovedlager;V660070;Vare V660070;1;STK;570,00;570,00;570,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880894;12.02.2026;K770089;Storkunde K770089;REF-4471;NOK;PO-880894;1142,00;2;F10;Hovedlager;V660071;Vare V660071;2;STK;571,00;1142,00;1142,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880894;12.02.2026;K770089;Storkunde K770089;REF-4472;NOK;PO-880894;1716,00;3;F10;Hovedlager;V660072;Vare V660072;3;STK;572,00;1716,00;1716,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880894;12.02.2026;K770089;Storkunde K770089;REF-4473;NOK;PO-880894;2292,00;4;F10;Hovedlager;V660073;Vare V660073;4;STK;573,00;2292,00;2292,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880894;12.02.2026;K770089;Storkunde K770089;REF-4474;NOK;PO-880894;2870,00;5;F10;Hovedlager;V660074;Vare V660074;5;STK;574,00;2870,00;2870,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880895;12.02.2026;K770089;Storkunde K770089;REF-4475;NOK;PO-880895;3450,00;1;F10;Hovedlager;V660075;Vare V660075;6;STK;575,00;3450,00;3450,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880895;12.02.2026;K770089;Storkunde K770089;REF-4476;NOK;PO-880895;4032,00;2;F10;Hovedlager;V660076;Vare V660076;7;STK;576,00;4032,00;4032,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880895;12.02.2026;K770089;Storkunde K770089;REF-4477;NOK;PO-880895;4616,00;3;F10;Hovedlager;V660077;Vare V660077;8;STK;577,00;4616,00;4616,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880895;12.02.2026;K770089;Storkunde K770089;REF-4478;NOK;PO-880895;5202,00;4;F10;Hovedlager;V660078;Vare V660078;9;STK;578,00;5202,00;5202,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880895;12.02.2026;K770089;Storkunde K770089;REF-4479;NOK;PO-880895;5790,00;5;F10;Hovedlager;V660079;Vare V660079;10;STK;579,00;5790,00;5790,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880896;12.02.2026;K770089;Storkunde K770089;REF-4480;NOK;PO-880896;580,00;1;F10;Hovedlager;V660080;Vare V660080;1;STK;580,00;580,00;580,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880896;12.02.2026;K770089;Storkunde K770089;REF-4481;NOK;PO-880896;1162,00;2;F10;Hovedlager;V660081;Vare V660081;2;STK;581,00;1162,00;1162,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880896;12.02.2026;K770089;Storkunde K770089;REF-4482;NOK;PO-880896;1746,00;3;F10;Hovedlager;V660082;Vare V660082;3;STK;582,00;1746,00;1746,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880896;12.02.2026;K770089;Storkunde K770089;REF-4483;NOK;PO-880896;2332,00;4;F10;Hovedlager;V660083;Vare V660083;4;STK;583,00;2332,00;2332,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880896;12.02.2026;K770089;Storkunde K770089;REF-4484;NOK;PO-880896;2920,00;5;F10;Hovedlager;V660084;Vare V660084;5;STK;584,00;2920,00;2920,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880897;12.02.2026;K770089;Storkunde K770089;REF-4485;NOK;PO-880897;3510,00;1;F10;Hovedlager;V660085;Vare V660085;6;STK;585,00;3510,00;3510,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880897;12.02.2026;K770089;Storkunde K770089;REF-4486;NOK;PO-880897;4102,00;2;F10;Hovedlager;V660086;Vare V660086;7;STK;586,00;4102,00;4102,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880897;12.02.2026;K770089;Storkunde K770089;REF-4487;NOK;PO-880897;4696,00;3;F10;Hovedlager;V660087;Vare V660087;8;STK;587,00;4696,00;4696,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880897;12.02.2026;K770089;Storkunde K770089;REF-4488;NOK;PO-880897;5292,00;4;F10;Hovedlager;V660088;Vare V660088;9;STK;588,00;5292,00;5292,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880897;12.02.2026;K770089;Storkunde K770089;REF-4489;NOK;PO-880897;5890,00;5;F10;Hovedlager;V660089;Vare V660089;10;STK;589,00;5890,00;5890,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880898;12.02.2026;K770089;Storkunde K770089;REF-4490;NOK;PO-880898;590,00;1;F10;Hovedlager;V660090;Vare V660090;1;STK;590,00;590,00;590,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880898;12.02.2026;K770089;Storkunde K770089;REF-4491;NOK;PO-880898;1182,00;2;F10;Hovedlager;V660091;Vare V660091;2;STK;591,00;1182,00;1182,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880898;12.02.2026;K770089;Storkunde K770089;REF-4492;NOK;PO-880898;1776,00;3;F10;Hovedlager;V660092;Vare V660092;3;STK;592,00;1776,00;1776,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880898;12.02.2026;K770089;Storkunde K770089;REF-4493;NOK;PO-880898;2372,00;4;F10;Hovedlager;V660093;Vare V660093;4;STK;593,00;2372,00;2372,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880898;12.02.2026;K770089;Storkunde K770089;REF-4494;NOK;PO-880898;2970,00;5;F10;Hovedlager;V660094;Vare V660094;5;STK;594,00;2970,00;2970,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880899;12.02.2026;K770089;Storkunde K770089;REF-4495;NOK;PO-880899;3570,00;1;F10;Hovedlager;V660095;Vare V660095;6;STK;595,00;3570,00;3570,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880899;12.02.2026;K770089;Storkunde K770089;REF-4496;NOK;PO-880899;4172,00;2;F10;Hovedlager;V660096;Vare V660096;7;STK;596,00;4172,00;4172,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880899;12.02.2026;K770089;Storkunde K770089;REF-4497;NOK;PO-880899;4776,00;3;F10;Hovedlager;V660097;Vare V660097;8;STK;597,00;4776,00;4776,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880899;12.02.2026;K770089;Storkunde K770089;REF-4498;NOK;PO-880899;5382,00;4;F10;Hovedlager;V660098;Vare V660098;9;STK;598,00;5382,00;5382,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880899;12.02.2026;K770089;Storkunde K770089;REF-4499;NOK;PO-880899;5990,00;5;F10;Hovedlager;V660099;Vare V660099;10;STK;599,00;5990,00;5990,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880900;12.02.2026;K770090;Storkunde K770090;REF-4500;NOK;PO-880900;100,00;1;F10;Hovedlager;V660000;Vare V660000;1;STK;100,00;100,00;100,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880900;12.02.2026;K770090;Storkunde K770090;REF-4501;NOK;PO-880900;202,00;2;F10;Hovedlager;V660001;Vare V660001;2;STK;101,00;202,00;202,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880900;12.02.2026;K770090;Storkunde K770090;REF-4502;NOK;PO-880900;306,00;3;F10;Hovedlager;V660002;Vare V660002;3;STK;102,00;306,00;306,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880900;12.02.2026;K770090;Storkunde K770090;REF-4503;NOK;PO-880900;412,00;4;F10;Hovedlager;V660003;Vare V660003;4;STK;103,00;412,00;412,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880900;12.02.2026;K770090;Storkunde K770090;REF-4504;NOK;PO-880900;520,00;5;F10;Hovedlager;V660004;Vare V660004;5;STK;104,00;520,00;520,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880901;12.02.2026;K770090;Storkunde K770090;REF-4505;NOK;PO-880901;630,00;1;F10;Hovedlager;V660005;Vare V660005;6;STK;105,00;630,00;630,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880901;12.02.2026;K770090;Storkunde K770090;REF-4506;NOK;PO-880901;742,00;2;F10;Hovedlager;V660006;Vare V660006;7;STK;106,00;742,00;742,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880901;12.02.2026;K770090;Storkunde K770090;REF-4507;NOK;PO-880901;856,00;3;F10;Hovedlager;V660007;Vare V660007;8;STK;107,00;856,00;856,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880901;12.02.2026;K770090;Storkunde K770090;REF-4508;NOK;PO-880901;972,00;4;F10;Hovedlager;V660008;Vare V660008;9;STK;108,00;972,00;972,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880901;12.02.2026;K770090;Storkunde K770090;REF-4509;NOK;PO-880901;1090,00;5;F10;Hovedlager;V660009;Vare V660009;10;STK;109,00;1090,00;1090,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
